disease,window,state,concern,burden,pool_burden,D,D_lo,D_hi,excludes_zero,burden_percentile,trend,gop_margin,gate,action,reason,content_row,target_row,sd,action_loss
flu,November 30 - December 27,sd,22.7,1.69,4.3092,0.1484,-0.1944,1.2811,False,0.059,closing,29.89,PASS,ALERT_AND_MOBILIZE,"D = +0.148 does not exceed its uncertainty [-0.194, +1.281], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.37640997487708955,HOLD
flu,November 30 - December 27,pa,27.9,3.3775,4.3092,0.4542,-0.4397,1.1784,False,0.314,flat,1.73,PASS,ALERT_AND_MOBILIZE,"D = +0.454 does not exceed its uncertainty [-0.440, +1.178], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.41278819406887063,HOLD
flu,November 30 - December 27,ne,28.3,1.835,4.3092,1.4984,0.406,2.4462,True,0.078,widening,20.84,PASS,HOLD_AND_WATCH,"D = +1.498 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here",0.5204687433034484,CALM
flu,November 30 - December 27,in,25.0,4.285,4.3092,-0.8977,-1.671,0.2992,False,0.549,widening,19.3,PASS,ALERT_AND_MOBILIZE,"D = -0.898 does not exceed its uncertainty [-1.671, +0.299], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.502611272451943,ALERT
flu,November 30 - December 27,nm,30.4,5.3,4.3092,-0.2788,-1.2324,0.6293,False,0.765,widening,-6.14,PASS,ALERT_AND_MOBILIZE,"D = -0.279 does not exceed its uncertainty [-1.232, +0.629], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.47493219263210956,ALERT
flu,November 30 - December 27,me,31.2,3.345,4.3092,1.2324,0.3132,1.8617,True,0.294,closing,-7.09,PASS,HOLD_AND_WATCH,"D = +1.232 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here",0.3950327659079452,CALM
flu,November 30 - December 27,de,34.2,4.3075,4.3092,1.1587,0.1483,1.6237,True,0.569,widening,-14.96,PASS,HOLD_AND_WATCH,"D = +1.159 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here",0.3763844642044446,CALM
flu,November 30 - December 27,co,27.9,5.965,4.3092,-0.9176,-1.6705,-0.2543,True,0.824,closing,-11.29,PASS,ALERT_AND_MOBILIZE,"D = -0.918 is past OUR alert bar of -0.50 and its interval [-1.671, -0.254] excludes zero. Downplayed regime. Burden here 5.96 percent of ED visits, pool 4.31. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3612821459986,ALERT
flu,November 30 - December 27,ri,31.0,4.8875,4.3092,0.2194,-0.9536,1.1787,False,0.667,closing,-14.16,PASS,ALERT_AND_MOBILIZE,"D = +0.219 does not exceed its uncertainty [-0.954, +1.179], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.5439640728095005,HOLD
flu,November 30 - December 27,ky,26.8,3.6075,4.3092,-0.0257,-0.7607,0.9592,False,0.373,closing,31.03,PASS,ALERT_AND_MOBILIZE,"D = -0.026 does not exceed its uncertainty [-0.761, +0.959], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.43875805882148855,HOLD
flu,November 30 - December 27,wa,29.4,1.9875,4.3092,1.3482,-0.1989,2.8737,False,0.137,widening,-18.93,PASS,ALERT_AND_MOBILIZE,"D = +1.348 does not exceed its uncertainty [-0.199, +2.874], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.7838409276905086,HOLD
flu,November 30 - December 27,al,28.3,5.52,4.3092,-0.6639,-1.5374,0.0,False,0.784,flat,30.88,PASS,ALERT_AND_MOBILIZE,"D = -0.664 does not exceed its uncertainty [-1.537, +0.000], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3922010812443494,ALERT
flu,November 30 - December 27,ks,23.4,3.075,4.3092,-0.6293,-1.3954,1.4756,False,0.255,flat,16.41,PASS,ALERT_AND_MOBILIZE,"D = -0.629 does not exceed its uncertainty [-1.395, +1.476], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.7324114116381729,ALERT
flu,November 30 - December 27,ny,28.9,6.7775,4.3092,-1.0044,-2.5022,0.2277,False,0.902,widening,-12.69,PASS,ALERT_AND_MOBILIZE,"D = -1.004 does not exceed its uncertainty [-2.502, +0.228], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.6964158525360671,ALERT
flu,November 30 - December 27,or,30.7,1.235,4.3092,2.5451,1.9733,3.09,True,0.02,widening,-14.87,PASS,HOLD_AND_WATCH,"D = +2.545 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here",0.28487768142680164,CALM
flu,November 30 - December 27,nd,25.5,3.85,4.3092,-0.4617,-1.331,0.7458,False,0.412,flat,37.39,PASS,ALERT_AND_MOBILIZE,"D = -0.462 does not exceed its uncertainty [-1.331, +0.746], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.5298056494915212,ALERT
flu,November 30 - December 27,oh,25.7,4.125,4.3092,-0.4817,-1.7206,0.9903,False,0.49,closing,11.31,PASS,ALERT_AND_MOBILIZE,"D = -0.482 does not exceed its uncertainty [-1.721, +0.990], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.6915688247335154,ALERT
flu,November 30 - December 27,nv,25.5,2.85,4.3092,0.1644,-0.329,1.0145,False,0.196,closing,3.16,PASS,ALERT_AND_MOBILIZE,"D = +0.164 does not exceed its uncertainty [-0.329, +1.015], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3427358869856793,HOLD
flu,November 30 - December 27,ct,35.2,7.65,4.3092,-0.1944,-1.2109,0.3011,False,0.98,closing,-14.76,PASS,ALERT_AND_MOBILIZE,"D = -0.194 does not exceed its uncertainty [-1.211, +0.301], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3857213703925174,ALERT
flu,November 30 - December 27,wi,28.5,4.2725,4.3092,0.0969,-0.8493,0.7529,False,0.529,closing,0.87,PASS,ALERT_AND_MOBILIZE,"D = +0.097 does not exceed its uncertainty [-0.849, +0.753], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.4087319971183144,HOLD
flu,November 30 - December 27,nh,32.2,4.315,4.3092,0.626,-0.4868,1.331,False,0.608,closing,-2.82,PASS,ALERT_AND_MOBILIZE,"D = +0.626 does not exceed its uncertainty [-0.487, +1.331], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.4637330073409512,HOLD
flu,November 30 - December 27,mo,16.1,3.775,4.3092,-1.7765,-1.7765,-0.905,True,0.392,widening,18.67,PASS,ALERT_AND_MOBILIZE,"D = -1.777 is past OUR alert bar of -0.50 and its interval [-1.777, -0.905] excludes zero. Downplayed regime. Burden here 3.77 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.22232551210124266,ALERT
flu,November 30 - December 27,ia,24.5,2.9,4.3092,-0.0683,-0.625,0.8977,False,0.216,closing,13.45,PASS,ALERT_AND_MOBILIZE,"D = -0.068 does not exceed its uncertainty [-0.625, +0.898], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3884510123655332,HOLD
flu,November 30 - December 27,tn,25.7,3.88,4.3092,-0.3359,-1.1098,0.5381,False,0.431,closing,30.12,PASS,ALERT_AND_MOBILIZE,"D = -0.336 does not exceed its uncertainty [-1.110, +0.538], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.42039037451708294,ALERT
flu,November 30 - December 27,ca,30.7,1.4075,4.3092,2.2441,1.6723,2.7889,True,0.039,widening,-20.8,PASS,HOLD_AND_WATCH,"D = +2.244 is past OUR calm bar of 1.00, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and the rule leans away from calming when absolute burden is high. Held and watched. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the communities where attention is amplifying; Google Trends exists at state level for one window only and there is no covid series, so it is NOT used here",0.2848521707541567,CALM
flu,November 30 - December 27,id,24.1,3.915,4.3092,-0.9164,-1.281,0.0012,False,0.451,closing,37.52,PASS,ALERT_AND_MOBILIZE,"D = -0.916 does not exceed its uncertainty [-1.281, +0.001], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.32709784465428954,ALERT
flu,November 30 - December 27,wy,20.2,3.5725,4.3092,-1.1787,-1.6742,-0.6244,True,0.353,closing,46.96,PASS,ALERT_AND_MOBILIZE,"D = -1.179 is past OUR alert bar of -0.50 and its interval [-1.674, -0.624] excludes zero. Downplayed regime. Burden here 3.57 percent of ED visits, pool 4.31. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.26781104142729145,ALERT
flu,November 30 - December 27,sc,26.2,5.03,4.3092,-0.9508,-1.6072,-0.1583,True,0.706,widening,18.12,PASS,ALERT_AND_MOBILIZE,"D = -0.951 is past OUR alert bar of -0.50 and its interval [-1.607, -0.158] excludes zero. Downplayed regime. Burden here 5.03 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3696241359535175,ALERT
flu,November 30 - December 27,nj,31.3,6.99,4.3092,-0.6898,-1.6201,-0.1223,True,0.941,widening,-6.03,PASS,ALERT_AND_MOBILIZE,"D = -0.690 is past OUR alert bar of -0.50 and its interval [-1.620, -0.122] excludes zero. Downplayed regime. Burden here 6.99 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.3820988548769263,ALERT
flu,November 30 - December 27,vt,27.8,2.6175,4.3092,0.797,-0.1628,1.6784,False,0.176,closing,-32.77,PASS,ALERT_AND_MOBILIZE,"D = +0.797 does not exceed its uncertainty [-0.163, +1.678], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.46970250473988295,HOLD
flu,November 30 - December 27,nc,34.0,9.2525,4.3092,-0.9196,-2.1181,0.0,False,1.0,flat,3.26,PASS,ALERT_AND_MOBILIZE,"D = -0.920 does not exceed its uncertainty [-2.118, +0.000], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here",0.5403415572939095,ALERT
